Harvest Hope Community Food Bank  |  Distribution History,,,,,,,,,
"To log a distribution: enter Date (col B), Pantry ID (col C), Item ID (col E), and Qty Distributed (col I). Other fields fill automatically.",,,,,,,,,
DIST-0403,09/30/2025,PP001,Riverside Community Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),3,
DIST-0404,09/30/2025,PP001,Riverside Community Pantry,FI019,Pasta - Penne,Dry Goods,Box (16 oz),17,
DIST-0405,09/30/2025,PP001,Riverside Community Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),23,
DIST-0406,09/30/2025,PP001,Riverside Community Pantry,FI001,Canned Tuna,Canned Protein,Can (5 oz),22,
DIST-0407,09/30/2025,PP001,Riverside Community Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),3,
DIST-0408,09/30/2025,PP001,Riverside Community Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),12,
DIST-0409,09/30/2025,PP001,Riverside Community Pantry,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),24,
DIST-0410,09/30/2025,PP001,Riverside Community Pantry,FI025,Granola Bars,Breakfast,Box (8 bars),8,
DIST-0411,09/30/2025,PP001,Riverside Community Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),23,
DIST-0433,10/02/2025,PP001,Riverside Community Pantry,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),4,
DIST-0434,10/02/2025,PP001,Riverside Community Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,11,
DIST-0435,10/02/2025,PP001,Riverside Community Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,6,
DIST-0436,10/02/2025,PP001,Riverside Community Pantry,FI023,Breakfast Cereal,Breakfast,Box (18 oz),11,
DIST-0437,10/02/2025,PP001,Riverside Community Pantry,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),18,
DIST-0438,10/02/2025,PP001,Riverside Community Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),12,
DIST-0439,10/02/2025,PP001,Riverside Community Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),5,
DIST-0440,10/02/2025,PP001,Riverside Community Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),14,
DIST-0441,10/02/2025,PP001,Riverside Community Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),19,
DIST-0442,10/02/2025,PP003,Maplewood Senior Center,FI014,Canned Pears,Canned Fruit,Can (15 oz),5,
DIST-0443,10/02/2025,PP003,Maplewood Senior Center,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),2,
DIST-0444,10/02/2025,PP003,Maplewood Senior Center,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,5,
DIST-0445,10/02/2025,PP003,Maplewood Senior Center,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,2,
DIST-0446,10/02/2025,PP003,Maplewood Senior Center,FI042,Apples,Fresh Produce,Bag (3 lb),2,
DIST-0447,10/02/2025,PP003,Maplewood Senior Center,FI001,Canned Tuna,Canned Protein,Can (5 oz),7,
DIST-0448,10/02/2025,PP003,Maplewood Senior Center,FI008,Canned Corn,Canned Vegetables,Can (15 oz),8,
DIST-0449,10/03/2025,PP001,Riverside Community Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),4,
DIST-0450,10/03/2025,PP001,Riverside Community Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),5,
DIST-0451,10/03/2025,PP001,Riverside Community Pantry,FI019,Pasta - Penne,Dry Goods,Box (16 oz),16,
DIST-0452,10/03/2025,PP001,Riverside Community Pantry,FI002,Canned Chicken,Canned Protein,Can (12.5 oz),16,
DIST-0453,10/03/2025,PP001,Riverside Community Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),2,
DIST-0454,10/03/2025,PP001,Riverside Community Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),7,
DIST-0455,10/03/2025,PP001,Riverside Community Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),5,
DIST-0456,10/03/2025,PP001,Riverside Community Pantry,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),11,
DIST-0457,10/03/2025,PP001,Riverside Community Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),17,
DIST-0458,10/03/2025,PP002,St. Augustine's Shelter Pantry,FI014,Canned Pears,Canned Fruit,Can (15 oz),5,
DIST-0459,10/03/2025,PP002,St. Augustine's Shelter Pantry,FI043,Bananas,Fresh Produce,Bunch (~7),2,
DIST-0460,10/03/2025,PP002,St. Augustine's Shelter Pantry,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),7,
DIST-0461,10/03/2025,PP002,St. Augustine's Shelter Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),4,
DIST-0462,10/03/2025,PP002,St. Augustine's Shelter Pantry,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),3,
DIST-0463,10/03/2025,PP002,St. Augustine's Shelter Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),7,
DIST-0464,10/13/2025,PP001,Riverside Community Pantry,FI046,Yellow Onions (3 lb),Fresh Produce,Bag (3 lb),12,
DIST-0465,10/13/2025,PP001,Riverside Community Pantry,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),13,
DIST-0466,10/13/2025,PP001,Riverside Community Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),19,
DIST-0467,10/13/2025,PP001,Riverside Community Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),18,
DIST-0468,10/13/2025,PP001,Riverside Community Pantry,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),16,
DIST-0469,10/13/2025,PP001,Riverside Community Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),18,
DIST-0470,10/13/2025,PP001,Riverside Community Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),15,
DIST-0471,10/13/2025,PP001,Riverside Community Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),8,
DIST-0472,10/13/2025,PP001,Riverside Community Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,10,
DIST-0473,10/13/2025,PP001,Riverside Community Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),5,
DIST-0474,10/13/2025,PP001,Riverside Community Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,10,
DIST-0475,10/13/2025,PP001,Riverside Community Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),8,
DIST-0476,10/14/2025,PP003,Maplewood Senior Center,FI019,Pasta - Penne,Dry Goods,Box (16 oz),4,
DIST-0477,10/14/2025,PP003,Maplewood Senior Center,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),2,
DIST-0478,10/14/2025,PP003,Maplewood Senior Center,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),3,
DIST-0479,10/14/2025,PP003,Maplewood Senior Center,FI039,White Sandwich Bread,Bread & Bakery,Loaf,4,
DIST-0480,10/14/2025,PP003,Maplewood Senior Center,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),5,
DIST-0481,10/14/2025,PP003,Maplewood Senior Center,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),2,
DIST-0482,10/20/2025,PP003,Maplewood Senior Center,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),4,
DIST-0483,10/20/2025,PP003,Maplewood Senior Center,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),1,
DIST-0484,10/20/2025,PP003,Maplewood Senior Center,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),1,
DIST-0485,10/20/2025,PP003,Maplewood Senior Center,FI042,Apples,Fresh Produce,Bag (3 lb),2,
DIST-0486,10/20/2025,PP003,Maplewood Senior Center,FI024,Pancake Mix,Breakfast,Box (32 oz),3,
DIST-0487,10/20/2025,PP003,Maplewood Senior Center,FI001,Canned Tuna,Canned Protein,Can (5 oz),5,
DIST-0488,10/20/2025,PP003,Maplewood Senior Center,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,1,
DIST-0489,10/20/2025,PP004,Oakdale School Family Pantry,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),3,
DIST-0490,10/20/2025,PP004,Oakdale School Family Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),3,
DIST-0491,10/20/2025,PP004,Oakdale School Family Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),5,
DIST-0492,10/20/2025,PP004,Oakdale School Family Pantry,FI023,Breakfast Cereal,Breakfast,Box (18 oz),6,
DIST-0493,10/20/2025,PP004,Oakdale School Family Pantry,FI014,Canned Pears,Canned Fruit,Can (15 oz),6,
DIST-0494,10/20/2025,PP004,Oakdale School Family Pantry,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),10,
DIST-0495,10/20/2025,PP004,Oakdale School Family Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),6,
DIST-0496,10/20/2025,PP004,Oakdale School Family Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),2,
DIST-0497,10/21/2025,PP001,Riverside Community Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),19,
DIST-0498,10/21/2025,PP001,Riverside Community Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),17,
DIST-0499,10/21/2025,PP001,Riverside Community Pantry,FI013,Canned Peaches,Canned Fruit,Can (15 oz),14,
DIST-0500,10/21/2025,PP001,Riverside Community Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),4,
DIST-0501,10/21/2025,PP001,Riverside Community Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),7,
DIST-0502,10/21/2025,PP001,Riverside Community Pantry,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),2,
DIST-0503,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),3,
DIST-0504,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),1,
DIST-0505,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),9,
DIST-0506,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI022,Cornmeal (2 lb),Dry Goods,Bag (2 lb),7,
DIST-0507,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,4,
DIST-0508,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI043,Bananas,Fresh Produce,Bunch (~7),2,
DIST-0509,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),6,
DIST-0510,10/21/2025,PP002,St. Augustine's Shelter Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),3,
DIST-0511,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),1,
DIST-0512,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),6,
DIST-0513,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),9,
DIST-0514,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI023,Breakfast Cereal,Breakfast,Box (18 oz),6,
DIST-0515,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI020,Instant Oatmeal,Dry Goods,Box (18 oz),4,
DIST-0516,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI032,Baby Food - Vegetable,Baby & Infant,Jar (4 oz),1,
DIST-0517,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI036,Milk (1 gallon),Dairy & Refrigerated,Gallon,3,
DIST-0518,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),9,
DIST-0519,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),10,
DIST-0520,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,7,
DIST-0521,10/24/2025,PP003,Maplewood Senior Center,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),2,
DIST-0522,10/24/2025,PP003,Maplewood Senior Center,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),5,
DIST-0523,10/24/2025,PP003,Maplewood Senior Center,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),3,
DIST-0524,10/24/2025,PP003,Maplewood Senior Center,FI014,Canned Pears,Canned Fruit,Can (15 oz),4,
DIST-0525,10/24/2025,PP003,Maplewood Senior Center,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),6,
DIST-0526,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),8,
DIST-0527,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI030,Canned Beef Stew,Soups & Meals,Can (20 oz),9,
DIST-0528,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),1,
DIST-0529,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),3,
DIST-0530,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),6,
DIST-0531,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),7,
DIST-0532,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),4,
DIST-0533,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),2,
DIST-0534,10/24/2025,PP002,St. Augustine's Shelter Pantry,FI001,Canned Tuna,Canned Protein,Can (5 oz),11,
DIST-0535,10/24/2025,PP003,Maplewood Senior Center,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),1,
DIST-0536,10/24/2025,PP003,Maplewood Senior Center,FI047,Apple Juice (64 oz),Beverages,Bottle (64 oz),1,
DIST-0537,10/24/2025,PP003,Maplewood Senior Center,FI023,Breakfast Cereal,Breakfast,Box (18 oz),2,
DIST-0538,10/24/2025,PP003,Maplewood Senior Center,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),5,
DIST-0539,10/24/2025,PP003,Maplewood Senior Center,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),4,
DIST-0540,10/28/2025,PP004,Oakdale School Family Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),8,
DIST-0541,10/28/2025,PP004,Oakdale School Family Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),5,
DIST-0542,10/28/2025,PP004,Oakdale School Family Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),5,
DIST-0543,10/28/2025,PP004,Oakdale School Family Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),9,
DIST-0544,10/28/2025,PP004,Oakdale School Family Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),14,
DIST-0545,10/28/2025,PP004,Oakdale School Family Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),3,
DIST-0546,10/28/2025,PP004,Oakdale School Family Pantry,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),6,
DIST-0547,10/28/2025,PP004,Oakdale School Family Pantry,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),11,
DIST-0548,10/28/2025,PP004,Oakdale School Family Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),8,
DIST-0549,10/28/2025,PP004,Oakdale School Family Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),5,
DIST-0550,10/28/2025,PP004,Oakdale School Family Pantry,FI035,Diapers - Size 3-4,Baby & Infant,Pack (32 ct),4,
DIST-0551,10/28/2025,PP004,Oakdale School Family Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,5,
DIST-0552,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,4,
DIST-0553,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI001,Canned Tuna,Canned Protein,Can (5 oz),7,
DIST-0554,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),1,
DIST-0555,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),5,
DIST-0556,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),5,
DIST-0557,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),9,
DIST-0558,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),5,
DIST-0559,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),8,
DIST-0560,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),3,
DIST-0561,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI018,Pasta - Spaghetti,Dry Goods,Box (16 oz),4,
DIST-0562,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI014,Canned Pears,Canned Fruit,Can (15 oz),3,
DIST-0563,10/28/2025,PP002,St. Augustine's Shelter Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),9,
DIST-0564,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),5,
DIST-0565,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI041,Flour Tortillas,Bread & Bakery,Pack (20 ct),7,
DIST-0566,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),1,
DIST-0567,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),7,
DIST-0568,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI037,Eggs (1 dozen),Dairy & Refrigerated,Dozen,3,
DIST-0569,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),8,
DIST-0570,10/30/2025,PP002,St. Augustine's Shelter Pantry,FI004,Canned Black Beans,Canned Protein,Can (15 oz),10,
DIST-0571,11/03/2025,PP001,Riverside Community Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,10,
DIST-0572,11/03/2025,PP001,Riverside Community Pantry,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),4,
DIST-0573,11/03/2025,PP001,Riverside Community Pantry,FI049,Cooking Oil (32 oz),Pantry Staples,Bottle (32 oz),7,
DIST-0574,11/03/2025,PP001,Riverside Community Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),21,
DIST-0575,11/03/2025,PP001,Riverside Community Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),13,
DIST-0576,11/03/2025,PP001,Riverside Community Pantry,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),13,
DIST-0577,11/03/2025,PP001,Riverside Community Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),7,
DIST-0578,11/03/2025,PP001,Riverside Community Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),15,
DIST-0579,11/03/2025,PP001,Riverside Community Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),6,
DIST-0580,11/03/2025,PP001,Riverside Community Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),28,
DIST-0581,11/03/2025,PP001,Riverside Community Pantry,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,13,
DIST-0582,11/03/2025,PP001,Riverside Community Pantry,FI033,Baby Food - Fruit,Baby & Infant,Jar (4 oz),3,
DIST-0583,11/03/2025,PP004,Oakdale School Family Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,9,
DIST-0584,11/03/2025,PP004,Oakdale School Family Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),11,
DIST-0585,11/03/2025,PP004,Oakdale School Family Pantry,FI012,Canned Mixed Vegetables,Canned Vegetables,Can (15 oz),16,
DIST-0586,11/03/2025,PP004,Oakdale School Family Pantry,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),2,
DIST-0587,11/03/2025,PP004,Oakdale School Family Pantry,FI040,Whole Wheat Bread,Bread & Bakery,Loaf,8,
DIST-0588,11/03/2025,PP004,Oakdale School Family Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),6,
DIST-0589,11/03/2025,PP004,Oakdale School Family Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),11,
DIST-0601,11/09/2025,PP001,Riverside Community Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),7,
DIST-0602,11/09/2025,PP001,Riverside Community Pantry,FI014,Canned Pears,Canned Fruit,Can (15 oz),12,
DIST-0603,11/09/2025,PP001,Riverside Community Pantry,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),9,
DIST-0604,11/09/2025,PP001,Riverside Community Pantry,FI021,All-Purpose Flour (5 lb),Dry Goods,Bag (5 lb),15,
DIST-0605,11/09/2025,PP001,Riverside Community Pantry,FI027,Canned Tomato Soup,Soups & Meals,Can (10.75 oz),23,
DIST-0606,11/09/2025,PP001,Riverside Community Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),10,
DIST-0607,11/09/2025,PP001,Riverside Community Pantry,FI007,Peanut Butter,Canned Protein,Jar (16 oz),15,
DIST-0608,11/09/2025,PP001,Riverside Community Pantry,FI010,Canned Peas,Canned Vegetables,Can (15 oz),23,
DIST-0609,11/09/2025,PP001,Riverside Community Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),17,
DIST-0610,11/09/2025,PP001,Riverside Community Pantry,FI038,Cheddar Cheese (block),Dairy & Refrigerated,Block (16 oz),6,
DIST-0611,11/09/2025,PP001,Riverside Community Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),15,
DIST-0590,11/11/2025,PP004,Oakdale School Family Pantry,FI045,Potatoes (5 lb),Fresh Produce,Bag (5 lb),7,
DIST-0591,11/11/2025,PP004,Oakdale School Family Pantry,FI034,Diapers - Size 1-2,Baby & Infant,Pack (36 ct),3,
DIST-0592,11/11/2025,PP004,Oakdale School Family Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),9,
DIST-0593,11/11/2025,PP004,Oakdale School Family Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),11,
DIST-0594,11/11/2025,PP004,Oakdale School Family Pantry,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),4,
DIST-0595,11/11/2025,PP002,St. Augustine's Shelter Pantry,FI028,Canned Vegetable Soup,Soups & Meals,Can (19 oz),6,
DIST-0596,11/11/2025,PP002,St. Augustine's Shelter Pantry,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),10,
DIST-0597,11/11/2025,PP002,St. Augustine's Shelter Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),5,
DIST-0598,11/11/2025,PP002,St. Augustine's Shelter Pantry,FI031,Infant Formula (Powder),Baby & Infant,Can (12.4 oz),1,
DIST-0599,11/11/2025,PP002,St. Augustine's Shelter Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),5,
DIST-0600,11/11/2025,PP002,St. Augustine's Shelter Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),10,
DIST-0633,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI044,Baby Carrots,Fresh Produce,Bag (1 lb),2,
DIST-0634,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),6,
DIST-0635,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),4,
DIST-0636,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI016,White Rice (5 lb),Dry Goods,Bag (5 lb),6,
DIST-0637,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI042,Apples,Fresh Produce,Bag (3 lb),2,
DIST-0638,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI001,Canned Tuna,Canned Protein,Can (5 oz),6,
DIST-0639,11/13/2025,PP002,St. Augustine's Shelter Pantry,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),4,
DIST-0612,11/14/2025,PP003,Maplewood Senior Center,FI048,Orange Juice (64 oz),Beverages,Bottle (64 oz),2,
DIST-0613,11/14/2025,PP003,Maplewood Senior Center,FI009,Canned Green Beans,Canned Vegetables,Can (14.5 oz),10,
DIST-0614,11/14/2025,PP003,Maplewood Senior Center,FI043,Bananas,Fresh Produce,Bunch (~7),2,
DIST-0615,11/14/2025,PP003,Maplewood Senior Center,FI008,Canned Corn,Canned Vegetables,Can (15 oz),9,
DIST-0616,11/14/2025,PP003,Maplewood Senior Center,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),2,
DIST-0617,11/14/2025,PP003,Maplewood Senior Center,FI029,Canned Chili with Beans,Soups & Meals,Can (15 oz),4,
DIST-0618,11/14/2025,PP003,Maplewood Senior Center,FI011,Canned Diced Tomatoes,Canned Vegetables,Can (14.5 oz),9,
DIST-0619,11/14/2025,PP003,Maplewood Senior Center,FI007,Peanut Butter,Canned Protein,Jar (16 oz),6,
DIST-0620,11/14/2025,PP003,Maplewood Senior Center,FI014,Canned Pears,Canned Fruit,Can (15 oz),5,
DIST-0621,11/14/2025,PP003,Maplewood Senior Center,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),5,
DIST-0622,11/14/2025,PP004,Oakdale School Family Pantry,FI006,Canned Chickpeas,Canned Protein,Can (15 oz),12,
DIST-0623,11/14/2025,PP004,Oakdale School Family Pantry,FI005,Canned Kidney Beans,Canned Protein,Can (15 oz),9,
DIST-0624,11/14/2025,PP004,Oakdale School Family Pantry,FI017,Brown Rice (5 lb),Dry Goods,Bag (5 lb),11,
DIST-0625,11/14/2025,PP004,Oakdale School Family Pantry,FI015,Canned Mandarin Oranges,Canned Fruit,Can (11 oz),6,
DIST-0626,11/14/2025,PP004,Oakdale School Family Pantry,FI024,Pancake Mix,Breakfast,Box (32 oz),9,
DIST-0627,11/14/2025,PP004,Oakdale School Family Pantry,FI050,Pasta Sauce,Pantry Staples,Jar (24 oz),3,
DIST-0628,11/14/2025,PP004,Oakdale School Family Pantry,FI039,White Sandwich Bread,Bread & Bakery,Loaf,7,
DIST-0629,11/14/2025,PP004,Oakdale School Family Pantry,FI003,Canned Salmon,Canned Protein,Can (14.75 oz),6,
DIST-0630,11/14/2025,PP004,Oakdale School Family Pantry,FI025,Granola Bars,Breakfast,Box (8 bars),10,
DIST-0631,11/14/2025,PP004,Oakdale School Family Pantry,FI026,Canned Chicken Noodle Soup,Soups & Meals,Can (10.75 oz),12,
